uid,name,artist,city,ranking
1009,Ex,Kiana Ledé,fort worth,10
1010,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,fort worth,11
1011,a Lot,21 Savage,fort worth,12
1012,SICKO MODE,Travis Scott,fort worth,13
1013,Dancing With A Stranger,Sam Smith & Normani,fort worth,14
1014,You Say,Lauren Daigle,fort worth,15
1015,Close Friends,$unlisted,fort worth,16
1016,Con Calma,Daddy Yankee Feat. Snow,fort worth,17
1017,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,fort worth,18
1018,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,fort worth,19
1019,Without Me,Halsey,fort worth,20
1020,Do You Miss It,$unlisted,fort worth,21
1021,Girls Need Love,Summer Walker,fort worth,22
1022,Big Ole Freak,Megan Thee Stallion,fort worth,23
1023,Girls Need Love (Remix),Summer Walker & Drake,fort worth,24
1024,Calma (Remix),Pedro Capó & Farruko,fort worth,25
1025,Eastside,"Benny Blanco, Halsey & Khalid",fort worth,26
1026,Sweet But Psycho,Ava Max,fort worth,27
1027,Better,Khalid,fort worth,28
1028,Talk,Khalid & Disclosure,fort worth,29
1029,Shot Clock,Ella Mai,fort worth,30
1030,Lil Bebe (Remix),DaniLeigh Feat. Lil Baby,fort worth,31
1031,Sucker,Jonas Brothers,fort worth,32
1032,Shallow,Lady Gaga & Bradley Cooper,fort worth,33
1033,God Only Knows,For KING & COUNTRY,fort worth,34
1034,Drip Too Hard,Lil Baby & Gunna,fort worth,35
1035,Undrunk,FLETCHER,fort worth,36
1036,Celebrity Skin,Hole,fort worth,37
1037,Dangerous,Meek Mill Feat. Jeremih & PnB Rock,fort worth,38
1038,Speechless,Dan + Shay,fort worth,39
1039,Me Voy,Rombai,fort worth,40
1040,21,DaBaby,fort worth,41
1041,Good As You,Kane Brown,fort worth,42
1042,Pure Water,Mustard & Migos,fort worth,43
1043,Taki Taki,DJ Snake Feat. Selena Gomez & Ozuna & Cardi B,fort worth,44
1044,High Hopes,Panic! At The Disco,fort worth,45
1045,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,fort worth,46
1046,Beautiful Crazy,Luke Combs,fort worth,47
1047,Got It In You,BANNERS,fort worth,48
1048,I'll Stay (From Instant Family),Isabela Moner,fort worth,49
1049,Sola,Manuel Turizo,fort worth,50
1050,You Say,Lauren Daigle,grand island,1
1051,Undrunk,FLETCHER,grand island,2
1052,7 Rings,Ariana Grande,grand island,3
1053,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,grand island,4
1054,Bad Liar,Imagine Dragons,grand island,5
1055,Wow.,Post Malone,grand island,6
1056,Shallow,Lady Gaga & Bradley Cooper,grand island,7
1057,Be Alright,Dean Lewis,grand island,8
1058,Better,Khalid,grand island,9
1059,Good As You,Kane Brown,grand island,10
1060,Sweet But Psycho,Ava Max,grand island,11
1061,SICKO MODE,Travis Scott,grand island,12
1062,Hurts Like Hell,Madison Beer Feat. Offset,grand island,13
1063,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,grand island,14
1064,Miss Me More,Kelsea Ballerini,grand island,15
1065,Sucker,Jonas Brothers,grand island,16
1066,Whiskey Glasses,Morgan Wallen,grand island,17
1067,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,grand island,18
1068,Old Town Road,Lil Nas X,grand island,19
1069,Eyes On You,Chase Rice,grand island,20
1070,High Hopes,Panic! At The Disco,grand island,21
1071,Eastside,"Benny Blanco, Halsey & Khalid",grand island,22
1072,Without Me,Halsey,grand island,23
1073,Girl,Maren Morris,grand island,24
1074,365,Zedd & Katy Perry,grand island,25
1075,Please Me,Cardi B & Bruno Mars,grand island,26
1076,"Hey Look Ma, I Made It",Panic! At The Disco,grand island,27
1077,Here Tonight,Brett Young,grand island,28
1078,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,grand island,29
1079,Rumor,Lee Brice,grand island,30
1080,Love Ain't,Eli Young Band,grand island,31
1081,There Was This Girl,Riley Green,grand island,32
1082,8 Letters,Why Don't We,grand island,33
1083,Dancing With A Stranger,Sam Smith & Normani,grand island,34
1084,Every Little Honky Tonk Bar,George Strait,grand island,35
1085,Look What God Gave Her,Thomas Rhett,grand island,36
1086,La La Land,Bryce Vine Feat. YG,grand island,37
1087,Rainbow,Kacey Musgraves,grand island,38
1088,On My Way To You,Cody Johnson,grand island,39
1089,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,grand island,40
1090,Chances,Backstreet Boys,grand island,41
1091,I'll Stay (From Instant Family),Isabela Moner,grand island,42
1092,Last Hurrah,Bebe Rexha,grand island,43
1093,Night Shift,Jon Pardi,grand island,44
1094,We're Going Home,Vance Joy,grand island,45
1095,Right Left Wrong,Three Days Grace,grand island,46
1096,Beautiful Crazy,Luke Combs,grand island,47
1097,Some Of It,Eric Church,grand island,48
1098,Love Wins,Carrie Underwood,grand island,49
1099,Mess,Lil Wayne,grand island,50
1100,Be Alright,Dean Lewis,yakima,1
1101,Bad Liar,Imagine Dragons,yakima,2
1102,Dancing With A Stranger,Sam Smith & Normani,yakima,3
1103,7 Rings,Ariana Grande,yakima,4
1104,Without Me,Halsey,yakima,5
1105,Better,Khalid,yakima,6
1106,You Say,Lauren Daigle,yakima,7
1107,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,yakima,8
1108,Old Town Road,Lil Nas X,yakima,9
1109,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,yakima,10
1110,Sweet But Psycho,Ava Max,yakima,11
1111,Wow.,Post Malone,yakima,12
1112,Middle Child,J. Cole,yakima,13
1113,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,yakima,14
1114,Undrunk,FLETCHER,yakima,15
1115,Sucker,Jonas Brothers,yakima,16
1116,Eastside,"Benny Blanco, Halsey & Khalid",yakima,17
1117,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,yakima,18
1118,Shallow,Lady Gaga & Bradley Cooper,yakima,19
1119,a Lot,21 Savage,yakima,20
1120,Nunca Es Suficiente,Los Ángeles Azules Feat. Natalia Lafourcade,yakima,21
1121,Beautiful Crazy,Luke Combs,yakima,22
1122,Here Tonight,Brett Young,yakima,23
1123,Good As You,Kane Brown,yakima,24
1124,Con Calma,Daddy Yankee Feat. Snow,yakima,25
1125,Girls Have Fun,"Tyga, DJ Snake Feat. G-Eazy & Rich The Kid",yakima,26
1126,Talk,Khalid & Disclosure,yakima,27
1127,No Soy Nadie,Crecer Germán,yakima,28
1128,A Través Del Vaso,Banda Los Sebastianes,yakima,29
1129,You're Somebody Else,Flora Cash,yakima,30
1130,Happier,Marshmello & Bastille,yakima,31
1131,Missin You Crazy,Russ,yakima,32
1132,Backin' It Up,Pardison Fontaine Feat. Cardi B,yakima,33
1133,Going Bad,Meek Mill Feat. Drake,yakima,34
1134,Walk Me Home,P!nk,yakima,35
1135,Please Me,Cardi B & Bruno Mars,yakima,36
1136,Love Ain't,Eli Young Band,yakima,37
1137,¿Por Qué Cambiaste De Opinión?,Calibre 50,yakima,38
1138,ALL THE WAYS,Meghan Trainor,yakima,39
1139,Down To The Honkytonk,Jake Owen,yakima,40
1140,Por Siempre Mi Amor,Banda Sinaloense MS De Sergio Lizarraga,yakima,41
1141,A Million Dreams,P!nk,yakima,42
1142,Pure Water,Mustard & Migos,yakima,43
1143,MIA,Bad Bunny Feat. Drake,yakima,44
1144,High Hopes,Panic! At The Disco,yakima,45
1145,No Te Contaron Mal,Christian Nodal,yakima,46
1146,Look Back At It,A Boogie Wit Da Hoodie,yakima,47
1147,"Swan Song (From The Motion Picture ""Alita: Battle Angel"")",Dua Lipa,yakima,48
1148,Look What God Gave Her,Thomas Rhett,yakima,49
1149,I Like It,Cardi B & Bad Bunny & J Balvin,yakima,50
1150,Calma (Remix),Pedro Capó & Farruko,brownsville,1
1151,7 Rings,Ariana Grande,brownsville,2
1152,Nunca Es Suficiente,Los Ángeles Azules Feat. Natalia Lafourcade,brownsville,3
1153,You Say,Lauren Daigle,brownsville,4
1154,Look Back At It,A Boogie Wit Da Hoodie,brownsville,5
1155,A Través Del Vaso,Banda Los Sebastianes,brownsville,6
1156,Middle Child,J. Cole,brownsville,7
1157,Shallow,Lady Gaga & Bradley Cooper,brownsville,8
1158,Con Calma,Daddy Yankee Feat. Snow,brownsville,9
1159,Be Alright,Dean Lewis,brownsville,10
1160,Por Siempre Mi Amor,Banda Sinaloense MS De Sergio Lizarraga,brownsville,11
1161,Going Bad,Meek Mill Feat. Drake,brownsville,12
1162,Low Key,Ally Brooke Feat. Tyga,brownsville,13
1163,La Plata,Juanes feat. Lalo Ebratt,brownsville,14
1164,Bubalu,"DJ Luian, Mambo Kingz & Anuel AA Feat. Becky G & Prince Royce",brownsville,15
1165,Dancing With A Stranger,Sam Smith & Normani,brownsville,16
1166,Twerk,City Girls,brownsville,17
1167,Talk,Khalid & Disclosure,brownsville,18
1168,a Lot,21 Savage,brownsville,19
1169,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,brownsville,20
1170,Wow.,Post Malone,brownsville,21
1171,¿Por Qué Cambiaste De Opinión?,Calibre 50,brownsville,22
1172,Shotgun,George Ezra,brownsville,23
1173,Tetris,Derek King,brownsville,24
1174,Bad Liar,Imagine Dragons,brownsville,25
1175,I Can’t Get Enough,"Benny Blanco, Selena Gomez & J Balvin Feat. Tainy",brownsville,26
1176,Hurts Like Hell,Madison Beer Feat. Offset,brownsville,27
1177,Let Me Down Slowly,Alec Benjamin,brownsville,28
1178,Money,Cardi B,brownsville,29
1179,Without Me,Halsey,brownsville,30
1180,Me Hiciste Un Borracho,Edwin Luna Y La Trakalosa De Monterrey,brownsville,31
1181,No Soy Nadie,Crecer Germán,brownsville,32
1182,Mi Persona Preferida,El Bebeto,brownsville,33
1183,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,brownsville,34
1184,Baila Baila Baila,Ozuna,brownsville,35
1185,Solos,Ana Bárbara & Christian Nodal,brownsville,36
1186,SICKO MODE,Travis Scott,brownsville,37
1187,Sweet But Psycho,Ava Max,brownsville,38
1188,Amanece,Anuel AA & Haze,brownsville,39
1189,Un Año,Reik & Sebastian Yatra,brownsville,40
1190,Glow,$unlisted,brownsville,41
1191,Te VI,Piso 21 & Micro Tdh,brownsville,42
1192,Te Boté (Remix),"Nicky Jam, Ozuna, Darell, Nio Garcia, Bad Bunny & Casper Magico",brownsville,43
1193,MIA,Bad Bunny Feat. Drake,brownsville,44
1194,Taki Taki,DJ Snake Feat. Selena Gomez & Ozuna & Cardi B,brownsville,45
1195,Desconocidos,"Mau Y Ricky, Manuel Turizo & Camilo",brownsville,46
1196,8 Letters,Why Don't We,brownsville,47
1197,Big Ole Freak,Megan Thee Stallion,brownsville,48
1198,Eastside,"Benny Blanco, Halsey & Khalid",brownsville,49
1199,Celebrity Skin,Hole,brownsville,50
1200,Shallow,Lady Gaga & Bradley Cooper,woonsocket,1
1201,Be Alright,Dean Lewis,woonsocket,2
1202,You Say,Lauren Daigle,woonsocket,3
1203,Wow.,Post Malone,woonsocket,4
1204,Sweet But Psycho,Ava Max,woonsocket,5
1205,Dancing With A Stranger,Sam Smith & Normani,woonsocket,6
1206,Look Back At It,A Boogie Wit Da Hoodie,woonsocket,7
1207,Pure Water,Mustard & Migos,woonsocket,8
1208,Sucker,Jonas Brothers,woonsocket,9
1209,Better,Khalid,woonsocket,10
1210,000000,A.CHAL,woonsocket,11
1211,Middle Child,J. Cole,woonsocket,12
1212,Here With Me,Marshmello Feat. CHVRCHES,woonsocket,13
1213,Without Me,Halsey,woonsocket,14
1214,Bad Liar,Imagine Dragons,woonsocket,15
1215,Going Bad,Meek Mill Feat. Drake,woonsocket,16
1216,7 Rings,Ariana Grande,woonsocket,17
1217,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,woonsocket,18
1218,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,woonsocket,19
1219,Trampoline,SHAED,woonsocket,20
1220,Eastside,"Benny Blanco, Halsey & Khalid",woonsocket,21
1221,Don't Call Me Up,Mabel,woonsocket,22
1222,Shotgun,George Ezra,woonsocket,23
1223,MIA,Bad Bunny Feat. Drake,woonsocket,24
1224,Project Dreams,Marshmello & Roddy Ricch,woonsocket,25
1225,Talk,Khalid & Disclosure,woonsocket,26
1226,Last Hurrah,Bebe Rexha,woonsocket,27
1227,Arms Around You,XXXTENTACION & Lil Pump Feat. Swae Lee & Maluma,woonsocket,28
1228,Ex,Kiana Ledé,woonsocket,29
1229,Happier,Marshmello & Bastille,woonsocket,30
1230,Undrunk,FLETCHER,woonsocket,31
1231,I Can’t Get Enough,"Benny Blanco, Selena Gomez & J Balvin Feat. Tainy",woonsocket,32
1232,"Hey Look Ma, I Made It",Panic! At The Disco,woonsocket,33
1233,SICKO MODE,Travis Scott,woonsocket,34
1234,Nights Like This,Kehlani Feat. Ty Dolla $Ign,woonsocket,35
1235,Con Calma,Daddy Yankee Feat. Snow,woonsocket,36
1236,Red Red Wine,UB40,woonsocket,37
1237,High Hopes,Panic! At The Disco,woonsocket,38
1238,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,woonsocket,39
1239,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,woonsocket,40
1240,a Lot,21 Savage,woonsocket,41
1241,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,woonsocket,42
1242,Basket Case,Green Day,woonsocket,43
1243,I'll Be Missing You,Puff Daddy Feat. Faith Evans & 112,woonsocket,44
1244,Lose Yourself,Eminem,woonsocket,45
1245,Body,Loud Luxury Feat. Brando,woonsocket,46
1246,Love Someone,Lukas Graham,woonsocket,47
1247,Low Key,Ally Brooke Feat. Tyga,woonsocket,48
1248,3 Am,Matchbox Twenty,woonsocket,49
1249,"One Bourbon, One Scotch, One Beer",George Thorogood & The Destroyers,woonsocket,50
1250,Old Town Road,Lil Nas X,gulf shores,1
1251,You Say,Lauren Daigle,gulf shores,2
1252,Be Like Me,Lil Pump Feat. Lil Wayne,gulf shores,3
1253,Whiskey Glasses,Morgan Wallen,gulf shores,4
1254,Drip Too Hard,Lil Baby & Gunna,gulf shores,5
1255,Power Over Me,Dermot Kennedy,gulf shores,6
1256,Girl,Maren Morris,gulf shores,7
1257,Undrunk,FLETCHER,gulf shores,8
1258,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,gulf shores,9
1259,Loud And Heavy,Cody Jinks,gulf shores,10
1260,Candy Paint,Post Malone,gulf shores,11
1261,Feathered Indians,Tyler Childers,gulf shores,12
1262,Miss Me More,Kelsea Ballerini,gulf shores,13
1263,Millionaire,Chris Stapleton,gulf shores,14
1264,This Is It,Scotty McCreery,gulf shores,15
1265,Trampoline,SHAED,gulf shores,16
1266,Stand In Your Love,Bethel Music & Josh Baldwin,gulf shores,17
1267,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,gulf shores,18
1268,Money,Cardi B,gulf shores,19
1269,Going Bad,Meek Mill Feat. Drake,gulf shores,20
1270,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,gulf shores,21
1271,Talk,Khalid & Disclosure,gulf shores,22
1272,Please Me,Cardi B & Bruno Mars,gulf shores,23
1273,Legacy,Offset Feat. Travis Scott & 21 Savage,gulf shores,24
1274,Donald Trump,Mac Miller,gulf shores,25
1275,Doses & Mimosas,Cherub,gulf shores,26
1276,Me And My Kind,Cody Johnson,gulf shores,27
1277,Wherever You Will Go,The Calling,gulf shores,28
1278,Bartender,Lady Antebellum,gulf shores,29
1279,Promises,Eric Clapton,gulf shores,30
1280,American Pie,Don McLean,gulf shores,31
1281,Mary Jane's Last Dance,Tom Petty & The Heartbreakers,gulf shores,32
1282,Blue Notes,Meek Mill,gulf shores,33
1283,Feel It Still,Portugal. The Man,gulf shores,34
1284,Rollin,Calvin Harris Feat. Future & Khalid,gulf shores,35
1285,Rumor,Lee Brice,gulf shores,36
1286,Body,Loud Luxury Feat. Brando,gulf shores,37
1287,In My Mind,Dynoro & Gigi D’Agostino,gulf shores,38
1288,Russian Cream,Key Glock,gulf shores,39
1289,Rainbow,Kacey Musgraves,gulf shores,40
1290,Dive-Recorded At Sound Stage Nashville,$unlisted,gulf shores,41
1291,Freakin' Out On The Interstate,Briston Maroney,gulf shores,42
1292,Get Along,Kenny Chesney,gulf shores,43
1293,Beautiful Crazy,Luke Combs,gulf shores,44
1294,Pretender,Steve Aoki Feat. AJR & Lil Yachty,gulf shores,45
1295,How To Save A Life,The Fray,gulf shores,46
1296,Talk You Out Of It,Florida Georgia Line,gulf shores,47
1297,8 Letters,Why Don't We,gulf shores,48
1298,Here Tonight,Brett Young,gulf shores,49
1299,Better,Khalid,gulf shores,50
1300,Wow.,Post Malone,columbia,1
1301,Be Alright,Dean Lewis,columbia,2
1302,You Say,Lauren Daigle,columbia,3
1303,Dancing With A Stranger,Sam Smith & Normani,columbia,4
1304,7 Rings,Ariana Grande,columbia,5
1305,Sweet But Psycho,Ava Max,columbia,6
1306,Please Me,Cardi B & Bruno Mars,columbia,7
1307,Bad Liar,Imagine Dragons,columbia,8
1308,Without Me,Halsey,columbia,9
1309,Middle Child,J. Cole,columbia,10
1310,Eastside,"Benny Blanco, Halsey & Khalid",columbia,11
1311,Fall,Davido,columbia,12
1312,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,columbia,13
1313,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,columbia,14
1314,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,columbia,15
1315,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,columbia,16
1316,Better,Khalid,columbia,17
1317,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,columbia,18
1318,Sucker,Jonas Brothers,columbia,19
1319,High Hopes,Panic! At The Disco,columbia,20
1320,Going Bad,Meek Mill Feat. Drake,columbia,21
1321,Shallow,Lady Gaga & Bradley Cooper,columbia,22
1322,Big Ole Freak,Megan Thee Stallion,columbia,23
1323,Low Key,Ally Brooke Feat. Tyga,columbia,24
1324,a Lot,21 Savage,columbia,25
1325,Backin' It Up,Pardison Fontaine Feat. Cardi B,columbia,26
1326,Happier,Marshmello & Bastille,columbia,27
1327,Undrunk,FLETCHER,columbia,28
1328,SICKO MODE,Travis Scott,columbia,29
1329,You're The One,Greta Van Fleet,columbia,30
1330,Ex,Kiana Ledé,columbia,31
1331,Ready To Let Go,Cage The Elephant,columbia,32
1332,Look Back At It,A Boogie Wit Da Hoodie,columbia,33
1333,Talk,Khalid & Disclosure,columbia,34
1334,You're Somebody Else,Flora Cash,columbia,35
1335,Don't Call Me Up,Mabel,columbia,36
1336,2am,Casanova Feat. Tory Lanez & Davido,columbia,37
1337,Put A Date On It,Yo Gotti Feat. Lil Baby,columbia,38
1338,Walk Me Home,P!nk,columbia,39
1339,Love Someone,Lukas Graham,columbia,40
1340,Envy Me,Calboy,columbia,41
1341,Girls Need Love (Remix),Summer Walker & Drake,columbia,42
1342,A Reason To Fight,Disturbed,columbia,43
1343,Shot Clock,Ella Mai,columbia,44
1344,Poledancer,Wale Feat. Megan Thee Stallion,columbia,45
1345,Girls Need Love,Summer Walker,columbia,46
1346,Down To The Honkytonk,Jake Owen,columbia,47
1347,Celebrity Skin,Hole,columbia,48
1348,Youngblood,5 Seconds Of Summer,columbia,49
1349,Monster (Under My Bed),Call Me Karizma,columbia,50
1350,Be Alright,Dean Lewis,st. louis,1
1351,Middle Child,J. Cole,st. louis,2
1352,Backin' It Up,Pardison Fontaine Feat. Cardi B,st. louis,3
1353,7 Rings,Ariana Grande,st. louis,4
1354,You Say,Lauren Daigle,st. louis,5
1355,Please Me,Cardi B & Bruno Mars,st. louis,6
1356,Big Ole Freak,Megan Thee Stallion,st. louis,7
1357,Going Bad,Meek Mill Feat. Drake,st. louis,8
1358,Wow.,Post Malone,st. louis,9
1359,Undrunk,FLETCHER,st. louis,10
1360,Poledancer,Wale Feat. Megan Thee Stallion,st. louis,11
1361,Ex,Kiana Ledé,st. louis,12
1362,Do You Miss It,$unlisted,st. louis,13
1363,Dancing With A Stranger,Sam Smith & Normani,st. louis,14
1364,Sweet But Psycho,Ava Max,st. louis,15
1365,Without Me,Halsey,st. louis,16
1366,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,st. louis,17
1367,Bad Liar,Imagine Dragons,st. louis,18
1368,Put A Date On It,Yo Gotti Feat. Lil Baby,st. louis,19
1369,Look Back At It,A Boogie Wit Da Hoodie,st. louis,20
1370,Yuso,"Lil Wayne, Kid Ink & Saweetie",st. louis,21
1371,Now That You're Gone,The Raconteurs,st. louis,22
1372,Envy Me,Calboy,st. louis,23
1373,Sucker,Jonas Brothers,st. louis,24
1374,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,st. louis,25
1375,a Lot,21 Savage,st. louis,26
1376,Ride Good,LightSkinKeisha & B Smyth,st. louis,27
1377,You,Nicole Bus,st. louis,28
1378,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,st. louis,29
1379,Eastside,"Benny Blanco, Halsey & Khalid",st. louis,30
1380,Trampoline,SHAED,st. louis,31
1381,SICKO MODE,Travis Scott,st. louis,32
1382,Love Someone,Lukas Graham,st. louis,33
1383,Shot Clock,Ella Mai,st. louis,34
1384,Shallow,Lady Gaga & Bradley Cooper,st. louis,35
1385,You're The One,Greta Van Fleet,st. louis,36
1386,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,st. louis,37
1387,Miss Me More,Kelsea Ballerini,st. louis,38
1388,Twerk,City Girls,st. louis,39
1389,Ready To Let Go,Cage The Elephant,st. louis,40
1390,I Like It,Cardi B & Bad Bunny & J Balvin,st. louis,41
1391,Tequila,Dan + Shay,st. louis,42
1392,Good As You,Kane Brown,st. louis,43
1393,Old Town Road,Lil Nas X,st. louis,44
1394,Chi Chi,Trey Songz Feat. Chris Brown,st. louis,45
1395,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,st. louis,46
1396,A Million Dreams,P!nk,st. louis,47
1397,High Hopes,Panic! At The Disco,st. louis,48
1398,Here Tonight,Brett Young,st. louis,49
1399,365,Zedd & Katy Perry,st. louis,50
1400,Be Alright,Dean Lewis,east honolulu,1
1401,Talk,Khalid & Disclosure,east honolulu,2
1402,Smoke All Day,Ka'ikena Scanlan,east honolulu,3
1403,Wifey,Victor J Sefo,east honolulu,4
1404,Wow.,Post Malone,east honolulu,5
1405,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,east honolulu,6
1406,Going Bad,Meek Mill Feat. Drake,east honolulu,7
1407,Summer To Winter,Kolohe Kai,east honolulu,8
1408,Cool Again,Shoffy,east honolulu,9
1409,You Say,Lauren Daigle,east honolulu,10
1410,Low Key,Ally Brooke Feat. Tyga,east honolulu,11
1411,Utu Bang Bang,Ka'ikena Scanlan,east honolulu,12
1412,Better,Khalid,east honolulu,13
1413,Look Back At It,A Boogie Wit Da Hoodie,east honolulu,14
1414,Here With Me,Marshmello Feat. CHVRCHES,east honolulu,15
1415,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,east honolulu,16
1416,Round And Around,Kolohe Kai,east honolulu,17
1417,Middle Child,J. Cole,east honolulu,18
1418,Pure Water,Mustard & Migos,east honolulu,19
1419,Nobody Gonna Stop Me Now,$unlisted,east honolulu,20
1420,Undrunk,FLETCHER,east honolulu,21
1421,Please Me,Cardi B & Bruno Mars,east honolulu,22
1422,7 Rings,Ariana Grande,east honolulu,23
1423,Don't Forget,$unlisted,east honolulu,24
1424,Sweet But Psycho,Ava Max,east honolulu,25
1425,Dancing With A Stranger,Sam Smith & Normani,east honolulu,26
1426,Love Someone,Lukas Graham,east honolulu,27
1427,High Hopes,Panic! At The Disco,east honolulu,28
1428,Shallow,Lady Gaga & Bradley Cooper,east honolulu,29
1429,Undecided,Chris Brown,east honolulu,30
1430,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,east honolulu,31
1431,Drip Too Hard,Lil Baby & Gunna,east honolulu,32
1432,A Million Dreams,P!nk,east honolulu,33
1433,Twerk,City Girls,east honolulu,34
1434,Ex,Kiana Ledé,east honolulu,35
1435,Without Me,Halsey,east honolulu,36
1436,SICKO MODE,Travis Scott,east honolulu,37
1437,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,east honolulu,38
1438,Trampoline,SHAED,east honolulu,39
1439,Bad Liar,Imagine Dragons,east honolulu,40
1440,bury a friend,Billie Eilish,east honolulu,41
1441,Magic,$unlisted,east honolulu,42
1442,Better Not,Louis The Child & Wafia,east honolulu,43
1443,Fly Away,$unlisted,east honolulu,44
1444,Hurts Like Hell,Madison Beer Feat. Offset,east honolulu,45
1445,a Lot,21 Savage,east honolulu,46
1446,E Piʻi Mai,Kamaka Camarillo Feat. Wikz,east honolulu,47
1447,Love Me,$unlisted,east honolulu,48
1448,A Dozen Roses,Sammy Johnson,east honolulu,49
1449,Missin You Crazy,Russ,east honolulu,50
1450,Fall,Davido,baltimore,1
1451,Middle Child,J. Cole,baltimore,2
1452,Wow.,Post Malone,baltimore,3
1453,Please Me,Cardi B & Bruno Mars,baltimore,4
1454,Big Ole Freak,Megan Thee Stallion,baltimore,5
1455,Be Alright,Dean Lewis,baltimore,6
1456,Going Bad,Meek Mill Feat. Drake,baltimore,7
1457,Poledancer,Wale Feat. Megan Thee Stallion,baltimore,8
1458,Dancing With A Stranger,Sam Smith & Normani,baltimore,9
1459,You Say,Lauren Daigle,baltimore,10
1460,Ex,Kiana Ledé,baltimore,11
1461,Ride Good,LightSkinKeisha & B Smyth,baltimore,12
1462,Backin' It Up,Pardison Fontaine Feat. Cardi B,baltimore,13
1463,Put A Date On It,Yo Gotti Feat. Lil Baby,baltimore,14
1464,Shot Clock,Ella Mai,baltimore,15
1465,a Lot,21 Savage,baltimore,16
1466,Girls Need Love,Summer Walker,baltimore,17
1467,Look Back At It,A Boogie Wit Da Hoodie,baltimore,18
1468,Bad Liar,Imagine Dragons,baltimore,19
1469,7 Rings,Ariana Grande,baltimore,20
1470,Envy Me,Calboy,baltimore,21
1471,Girls Need Love (Remix),Summer Walker & Drake,baltimore,22
1472,Do You Miss It,$unlisted,baltimore,23
1473,You,Nicole Bus,baltimore,24
1474,2am,Casanova Feat. Tory Lanez & Davido,baltimore,25
1475,Sweet But Psycho,Ava Max,baltimore,26
1476,Without Me,Halsey,baltimore,27
1477,Sucker,Jonas Brothers,baltimore,28
1478,Eastside,"Benny Blanco, Halsey & Khalid",baltimore,29
1479,Die Young,Roddy Ricch,baltimore,30
1480,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,baltimore,31
1481,Talk,Khalid & Disclosure,baltimore,32
1482,21,DaBaby,baltimore,33
1483,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,baltimore,34
1484,Twerk,City Girls,baltimore,35
1485,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,baltimore,36
1486,Mob Ties,Drake,baltimore,37
1487,Undrunk,FLETCHER,baltimore,38
1488,As I Am,H.E.R.,baltimore,39
1489,Undecided,Chris Brown,baltimore,40
1490,Roll Some Mo,Lucky Daye,baltimore,41
1491,Better,Khalid,baltimore,42
1492,Walk Me Home,P!nk,baltimore,43
1493,SICKO MODE,Travis Scott,baltimore,44
1494,Be Like Me,Lil Pump Feat. Lil Wayne,baltimore,45
1495,Best Part,H.E.R. Feat. Daniel Caesar,baltimore,46
1496,Drip Too Hard,Lil Baby & Gunna,baltimore,47
1497,All Year,YBG Sosa,baltimore,48
1498,Mess,Lil Wayne,baltimore,49
