uid,name,artist,city,ranking
0,Look Back At It,A Boogie Wit Da Hoodie,santa barbara,1
1,Wow.,Post Malone,santa barbara,2
2,a Lot,21 Savage,santa barbara,3
3,Talk,Khalid & Disclosure,santa barbara,4
4,You Say,Lauren Daigle,santa barbara,5
5,Going Bad,Meek Mill Feat. Drake,santa barbara,6
6,Without Me,Halsey,santa barbara,7
7,Better,Khalid,santa barbara,8
8,7 Rings,Ariana Grande,santa barbara,9
9,Ex,Kiana Ledé,santa barbara,10
10,Project Dreams,Marshmello & Roddy Ricch,santa barbara,11
11,Dancing With A Stranger,Sam Smith & Normani,santa barbara,12
12,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,santa barbara,13
13,Rainbow,Kacey Musgraves,santa barbara,14
14,Pure Water,Mustard & Migos,santa barbara,15
15,Lost In The Fire,Gesaffelstein & The Weeknd,santa barbara,16
16,Shallow,Lady Gaga & Bradley Cooper,santa barbara,17
17,bury a friend,Billie Eilish,santa barbara,18
18,Nobody Knows,Jez Dior Feat. Jackson Guthy,santa barbara,19
19,La La Land,Bryce Vine Feat. YG,santa barbara,20
20,Sweet But Psycho,Ava Max,santa barbara,21
21,Please Me,Cardi B & Bruno Mars,santa barbara,22
22,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,santa barbara,23
23,Good As You,Kane Brown,santa barbara,24
24,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,santa barbara,25
25,Ready To Let Go,Cage The Elephant,santa barbara,26
26,Be Alright,Dean Lewis,santa barbara,27
27,Shot Clock,Ella Mai,santa barbara,28
28,Yuso,"Lil Wayne, Kid Ink & Saweetie",santa barbara,29
29,Put A Date On It,Yo Gotti Feat. Lil Baby,santa barbara,30
30,Sucker,Jonas Brothers,santa barbara,31
31,MIA,Bad Bunny Feat. Drake,santa barbara,32
32,Drip Too Hard,Lil Baby & Gunna,santa barbara,33
33,Tetris,Derek King,santa barbara,34
34,Middle Child,J. Cole,santa barbara,35
35,High Hopes,Panic! At The Disco,santa barbara,36
36,Eastside,"Benny Blanco, Halsey & Khalid",santa barbara,37
37,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,santa barbara,38
38,My Year,GASHI & G-Eazy,santa barbara,39
39,Harmony Hall,Vampire Weekend,santa barbara,40
40,Happier,Marshmello & Bastille,santa barbara,41
41,Nights Like This,Kehlani Feat. Ty Dolla $Ign,santa barbara,42
42,Undrunk,FLETCHER,santa barbara,43
43,Love It If We Made It,The 1975,santa barbara,44
44,Girls Have Fun,"Tyga, DJ Snake Feat. G-Eazy & Rich The Kid",santa barbara,45
45,Be Like Me,Lil Pump Feat. Lil Wayne,santa barbara,46
46,You're Somebody Else,Flora Cash,santa barbara,47
47,SICKO MODE,Travis Scott,santa barbara,48
48,Superposition,Young The Giant,santa barbara,49
49,Twerk,City Girls,santa barbara,50
50,You Say,Lauren Daigle,centereach,1
51,Be Alright,Dean Lewis,centereach,2
52,Wow.,Post Malone,centereach,3
53,Dancing With A Stranger,Sam Smith & Normani,centereach,4
54,Shallow,Lady Gaga & Bradley Cooper,centereach,5
55,Better,Khalid,centereach,6
56,Middle Child,J. Cole,centereach,7
57,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,centereach,8
58,MIA,Bad Bunny Feat. Drake,centereach,9
59,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,centereach,10
60,Without Me,Halsey,centereach,11
61,HML,Melii Feat. A Boogie Wit Da Hoodie,centereach,12
62,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,centereach,13
63,Undrunk,FLETCHER,centereach,14
64,Eastside,"Benny Blanco, Halsey & Khalid",centereach,15
65,Backin' It Up,Pardison Fontaine Feat. Cardi B,centereach,16
66,a Lot,21 Savage,centereach,17
67,Sweet But Psycho,Ava Max,centereach,18
68,Going Bad,Meek Mill Feat. Drake,centereach,19
69,2am,Casanova Feat. Tory Lanez & Davido,centereach,20
70,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,centereach,21
71,Happier,Marshmello & Bastille,centereach,22
72,Drogba (Joanna),Afro B,centereach,23
73,Look Back At It,A Boogie Wit Da Hoodie,centereach,24
74,Missin You Crazy,Russ,centereach,25
75,Drip Too Hard,Lil Baby & Gunna,centereach,26
76,7 Rings,Ariana Grande,centereach,27
77,Walk Me Home,P!nk,centereach,28
78,Shallow,Jimmie Allen & Abby Anderson,centereach,29
79,You,Nicole Bus,centereach,30
80,24/7,Meek Mill Feat. Ella Mai,centereach,31
81,Sucker,Jonas Brothers,centereach,32
82,Don't Call Me Up,Mabel,centereach,33
83,Celebrity Skin,Hole,centereach,34
84,Arms Around You,XXXTENTACION & Lil Pump Feat. Swae Lee & Maluma,centereach,35
85,8 Letters,Why Don't We,centereach,36
86,Mess,Lil Wayne,centereach,37
87,Twerk,City Girls,centereach,38
88,La Romana,Bad Bunny Feat. El Alfa,centereach,39
89,Nights Like This,Kehlani Feat. Ty Dolla $Ign,centereach,40
90,Con Calma,Daddy Yankee Feat. Snow,centereach,41
91,Low Key,Ally Brooke Feat. Tyga,centereach,42
92,More In The Morning,Angelica Vila,centereach,43
93,Fall,Davido,centereach,44
94,High Hopes,Panic! At The Disco,centereach,45
95,Thotiana,$unlisted,centereach,46
96,Love Someone,Lukas Graham,centereach,47
97,A Million Dreams,P!nk,centereach,48
98,Ready To Let Go,Cage The Elephant,centereach,49
99,Last Hurrah,Bebe Rexha,centereach,50
100,Wow.,Post Malone,hilo,1
101,You Say,Lauren Daigle,hilo,2
102,Utu Bang Bang,Ka'ikena Scanlan,hilo,3
103,Undrunk,FLETCHER,hilo,4
104,Summer To Winter,Kolohe Kai,hilo,5
105,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,hilo,6
106,Be Alright,Dean Lewis,hilo,7
107,Low Key,Ally Brooke Feat. Tyga,hilo,8
108,Nobody Gonna Stop Me Now,$unlisted,hilo,9
109,Love Someone,Lukas Graham,hilo,10
110,Smoke All Day,Ka'ikena Scanlan,hilo,11
111,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,hilo,12
112,Bad Liar,Imagine Dragons,hilo,13
113,Shotgun,George Ezra,hilo,14
114,Moonlight Lovers,Sammy Johnson Feat. Tree Vaifale,hilo,15
115,Wifey,Victor J Sefo,hilo,16
116,Casanova,CRSB,hilo,17
117,Sweet Love,Sione Liti,hilo,18
118,Talk,Khalid & Disclosure,hilo,19
119,Please Me,Cardi B & Bruno Mars,hilo,20
120,There's No Way,Lauv Feat. Julia Michaels,hilo,21
121,Better,Khalid,hilo,22
122,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,hilo,23
123,Without Me,Halsey,hilo,24
124,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,hilo,25
125,Dancing With A Stranger,Sam Smith & Normani,hilo,26
126,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,hilo,27
127,7 Rings,Ariana Grande,hilo,28
128,Sweet But Psycho,Ava Max,hilo,29
129,Last Hurrah,Bebe Rexha,hilo,30
130,Eastside,"Benny Blanco, Halsey & Khalid",hilo,31
131,Fly Away,$unlisted,hilo,32
132,8 Letters,Why Don't We,hilo,33
133,Love Me,$unlisted,hilo,34
134,A Dozen Roses,Sammy Johnson,hilo,35
135,Meant To Be,Bebe Rexha Feat. Florida Georgia Line,hilo,36
136,Settle Down Easy,Rebelution,hilo,37
137,Hurts Like Hell,Madison Beer Feat. Offset,hilo,38
138,Sucker,Jonas Brothers,hilo,39
139,SICKO MODE,Travis Scott,hilo,40
140,Body,Loud Luxury Feat. Brando,hilo,41
141,In Case You Didn't Know (Live),Maoli,hilo,42
142,Round And Around,Kolohe Kai,hilo,43
143,Ruin My Life,Zara Larsson,hilo,44
144,If You Want Love,NF,hilo,45
145,MIA,Bad Bunny Feat. Drake,hilo,46
146,Shallow,Lady Gaga & Bradley Cooper,hilo,47
147,Nothing Breaks Like A Heart,Mark Ronson Feat. Miley Cyrus,hilo,48
148,Lost In The Fire,Gesaffelstein & The Weeknd,hilo,49
149,Easy To Love,Landon McNamara,hilo,50
150,Shallow,Lady Gaga & Bradley Cooper,belvidere,1
151,Be Alright,Dean Lewis,belvidere,2
152,Shot Clock,Ella Mai,belvidere,3
153,Middle Child,J. Cole,belvidere,4
154,Whiskey Glasses,Morgan Wallen,belvidere,5
155,Project Dreams,Marshmello & Roddy Ricch,belvidere,6
156,Splashin,Rich The Kid,belvidere,7
157,My Year,GASHI & G-Eazy,belvidere,8
158,Come On Eileen,$unlisted,belvidere,9
159,Drip Too Hard,Lil Baby & Gunna,belvidere,10
160,Cash Money,Solo Lucci,belvidere,11
161,Pure Water,Mustard & Migos,belvidere,12
162,Come As You Are,Nirvana,belvidere,13
163,Crocodile Rock,Elton John,belvidere,14
164,Cover Of The Rolling Stone,Dr. Hook & The Medicine Show,belvidere,15
165,"I Like It, I Love It",Tim McGraw,belvidere,16
166,Mercy,Brett Young,belvidere,17
167,Get Ready,Rayelle,belvidere,18
168,Omerta,Lamb Of God,belvidere,19
169,Living,Dierks Bentley,belvidere,20
170,There Was This Girl,Riley Green,belvidere,21
171,Ex,Kiana Ledé,belvidere,22
172,Envy Me,Calboy,belvidere,23
173,Better,Khalid,belvidere,24
174,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,belvidere,25
175,Bad Liar,Imagine Dragons,belvidere,26
176,Going Bad,Meek Mill Feat. Drake,belvidere,27
177,Look Back At It,A Boogie Wit Da Hoodie,belvidere,28
178,Wow.,Post Malone,belvidere,29
179,a Lot,21 Savage,belvidere,30
180,Dancing With A Stranger,Sam Smith & Normani,belvidere,31
181,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,belvidere,32
182,Talk,Khalid & Disclosure,belvidere,33
183,Last Hurrah,Bebe Rexha,belvidere,34
184,I Can’t Get Enough,"Benny Blanco, Selena Gomez & J Balvin Feat. Tainy",belvidere,35
185,Man! I Feel Like A Woman!,Shania Twain,belvidere,36
186,That's My Kind Of Night,Luke Bryan,belvidere,37
187,The Look,Roxette,belvidere,38
188,Margaritaville,Jimmy Buffett,belvidere,39
189,Dixieland Delight,$unlisted,belvidere,40
190,"Billy, Don't Be A Hero",Bo Donaldson & The Heywoods,belvidere,41
191,Afternoon Delight,Starland Vocal Band,belvidere,42
192,Pour Me,Trick Pony,belvidere,43
193,Words As Weapons,Seether,belvidere,44
194,Heroin,Badflower,belvidere,45
195,Like I'm Gonna Lose You,Meghan Trainor Feat. John Legend,belvidere,46
196,Friends In Low Places,$unlisted,belvidere,47
197,Everybody (Backstreet's Back),Backstreet Boys,belvidere,48
198,Livin' On A Prayer,Bon Jovi,belvidere,49
199,Wannabe,Spice Girls,belvidere,50
200,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,asheville,1
201,Be Alright,Dean Lewis,asheville,2
202,Wow.,Post Malone,asheville,3
203,Undrunk,FLETCHER,asheville,4
204,Middle Child,J. Cole,asheville,5
205,You Say,Lauren Daigle,asheville,6
206,Please Me,Cardi B & Bruno Mars,asheville,7
207,7 Rings,Ariana Grande,asheville,8
208,Better,Khalid,asheville,9
209,Going Bad,Meek Mill Feat. Drake,asheville,10
210,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,asheville,11
211,Without Me,Halsey,asheville,12
212,Dancing With A Stranger,Sam Smith & Normani,asheville,13
213,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,asheville,14
214,Sucker,Jonas Brothers,asheville,15
215,Look Back At It,A Boogie Wit Da Hoodie,asheville,16
216,Talk,Khalid & Disclosure,asheville,17
217,Sweet But Psycho,Ava Max,asheville,18
218,Eastside,"Benny Blanco, Halsey & Khalid",asheville,19
219,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,asheville,20
220,a Lot,21 Savage,asheville,21
221,Shallow,Lady Gaga & Bradley Cooper,asheville,22
222,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,asheville,23
223,Pure Water,Mustard & Migos,asheville,24
224,High Hopes,Panic! At The Disco,asheville,25
225,Put A Date On It,Yo Gotti Feat. Lil Baby,asheville,26
226,Out Of Love,Alessia Cara,asheville,27
227,Rainbow,Kacey Musgraves,asheville,28
228,Valentine,Yk Osiris,asheville,29
229,Old Town Road,Lil Nas X,asheville,30
230,Twerk,City Girls,asheville,31
231,SICKO MODE,Travis Scott,asheville,32
232,A Million Dreams,P!nk,asheville,33
233,Bad Liar,Imagine Dragons,asheville,34
234,Drip Too Hard,Lil Baby & Gunna,asheville,35
235,bury a friend,Billie Eilish,asheville,36
236,Love Someone,Lukas Graham,asheville,37
237,Undecided,Chris Brown,asheville,38
238,Beautiful Crazy,Luke Combs,asheville,39
239,Here Tonight,Brett Young,asheville,40
240,ZEZE,Kodak Black Feat. Offset & Travis Scott,asheville,41
241,Last Hurrah,Bebe Rexha,asheville,42
242,Trampoline,SHAED,asheville,43
243,Be Like Me,Lil Pump Feat. Lil Wayne,asheville,44
244,Happier,Marshmello & Bastille,asheville,45
245,Low Key,Ally Brooke Feat. Tyga,asheville,46
246,Tequila,Dan + Shay,asheville,47
247,Girls Need Love,Summer Walker,asheville,48
248,Poledancer,Wale Feat. Megan Thee Stallion,asheville,49
249,Backin' It Up,Pardison Fontaine Feat. Cardi B,asheville,50
250,Be Alright,Dean Lewis,twin falls,1
251,Wow.,Post Malone,twin falls,2
252,Bad Liar,Imagine Dragons,twin falls,3
253,Shotgun,George Ezra,twin falls,4
254,Sweet But Psycho,Ava Max,twin falls,5
255,You Say,Lauren Daigle,twin falls,6
256,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,twin falls,7
257,SICKO MODE,Travis Scott,twin falls,8
258,Eastside,"Benny Blanco, Halsey & Khalid",twin falls,9
259,Nothing Breaks Like A Heart,Mark Ronson Feat. Miley Cyrus,twin falls,10
260,Dancing With A Stranger,Sam Smith & Normani,twin falls,11
261,7 Rings,Ariana Grande,twin falls,12
262,Love Someone,Lukas Graham,twin falls,13
263,Con Calma,Daddy Yankee Feat. Snow,twin falls,14
264,Undrunk,FLETCHER,twin falls,15
265,Burn The House Down,AJR,twin falls,16
266,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,twin falls,17
267,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,twin falls,18
268,Rainbow,Kacey Musgraves,twin falls,19
269,This Feeling,The Chainsmokers Feat. Kelsea Ballerini,twin falls,20
270,Without Me,Halsey,twin falls,21
271,I Hope,Gabby Barrett,twin falls,22
272,Talk,Khalid & Disclosure,twin falls,23
273,You're Somebody Else,Flora Cash,twin falls,24
274,Burning Man,Dierks Bentley Feat. Brothers Osborne,twin falls,25
275,Beautiful Crazy,Luke Combs,twin falls,26
276,Shallow,Lady Gaga & Bradley Cooper,twin falls,27
277,Used To Be (Acoustic),Matt Nathanson,twin falls,28
278,A Través Del Vaso,Banda Los Sebastianes,twin falls,29
279,A Reason To Fight,Disturbed,twin falls,30
280,bury a friend,Billie Eilish,twin falls,31
281,Please Me,Cardi B & Bruno Mars,twin falls,32
282,Look What God Gave Her,Thomas Rhett,twin falls,33
283,Celebrity Skin,Hole,twin falls,34
284,I Know Somebody,LOCASH,twin falls,35
285,Whiskey Glasses,Morgan Wallen,twin falls,36
286,Be Legendary,Pop Evil,twin falls,37
287,Right Left Wrong,Three Days Grace,twin falls,38
288,Crazy,Gnarls Barkley,twin falls,39
289,What Whiskey Does,Randy Houser Feat. Hillary Lindsey,twin falls,40
290,Here Tonight,Brett Young,twin falls,41
291,Better,Khalid,twin falls,42
292,Good As You,Kane Brown,twin falls,43
293,A Million Dreams,P!nk,twin falls,44
294,Splash,Ty James & Unheard,twin falls,45
295,Last Hurrah,Bebe Rexha,twin falls,46
296,Angel,Shaggy Feat. Rayvon,twin falls,47
297,Dance With Ya,Drew Baldridge,twin falls,48
298,Don't Stop Believin',Journey,twin falls,49
299,My Girl,Dylan Scott,twin falls,50
300,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,grand junction,1
301,Sucker,Jonas Brothers,grand junction,2
302,Be Alright,Dean Lewis,grand junction,3
303,You Say,Lauren Daigle,grand junction,4
304,Dancing With A Stranger,Sam Smith & Normani,grand junction,5
305,Shotgun,George Ezra,grand junction,6
306,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,grand junction,7
307,Don't Call Me Up,Mabel,grand junction,8
308,7 Rings,Ariana Grande,grand junction,9
309,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,grand junction,10
310,Without Me,Halsey,grand junction,11
311,Bad Liar,Imagine Dragons,grand junction,12
312,365,Zedd & Katy Perry,grand junction,13
313,Shallow,Lady Gaga & Bradley Cooper,grand junction,14
314,You're Somebody Else,Flora Cash,grand junction,15
315,Low Key,Ally Brooke Feat. Tyga,grand junction,16
316,Here With Me,Marshmello Feat. CHVRCHES,grand junction,17
317,Sweet But Psycho,Ava Max,grand junction,18
318,"Hey Look Ma, I Made It",Panic! At The Disco,grand junction,19
319,Happier,Marshmello & Bastille,grand junction,20
320,Undrunk,FLETCHER,grand junction,21
321,Please Me,Cardi B & Bruno Mars,grand junction,22
322,Walk Me Home,P!nk,grand junction,23
323,Eastside,"Benny Blanco, Halsey & Khalid",grand junction,24
324,Better,Khalid,grand junction,25
325,Good As You,Kane Brown,grand junction,26
326,Nothing Breaks Like A Heart,Mark Ronson Feat. Miley Cyrus,grand junction,27
327,Wow.,Post Malone,grand junction,28
328,Night Shift,Jon Pardi,grand junction,29
329,Rainbow,Kacey Musgraves,grand junction,30
330,Make It Sweet,Old Dominion,grand junction,31
331,Last Hurrah,Bebe Rexha,grand junction,32
332,If You Want Love,NF,grand junction,33
333,This Feeling,The Chainsmokers Feat. Kelsea Ballerini,grand junction,34
334,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,grand junction,35
335,A Million Dreams,P!nk,grand junction,36
336,Giant,Calvin Harris & Rag'n'Bone Man,grand junction,37
337,Celebrity Skin,Hole,grand junction,38
338,Dancing In The Moonlight,Toploader,grand junction,39
339,For Whom The Bell Tolls,Metallica,grand junction,40
340,Tennessee Whiskey,Chris Stapleton,grand junction,41
341,Whiskey Glasses,Morgan Wallen,grand junction,42
342,We're Going Home,Vance Joy,grand junction,43
343,Living,Dierks Bentley,grand junction,44
344,High Hopes,Panic! At The Disco,grand junction,45
345,Speechless,Dan + Shay,grand junction,46
346,Talk You Out Of It,Florida Georgia Line,grand junction,47
347,8 Letters,Why Don't We,grand junction,48
348,Love Someone,Lukas Graham,grand junction,49
349,Do Your Worst,Rival Sons,grand junction,50
350,Be Alright,Dean Lewis,lansing,1
351,You Say,Lauren Daigle,lansing,2
352,Bad Liar,Imagine Dragons,lansing,3
353,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,lansing,4
354,7 Rings,Ariana Grande,lansing,5
355,Wow.,Post Malone,lansing,6
356,Undrunk,FLETCHER,lansing,7
357,Better,Khalid,lansing,8
358,Dancing With A Stranger,Sam Smith & Normani,lansing,9
359,Sweet But Psycho,Ava Max,lansing,10
360,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,lansing,11
361,Without Me,Halsey,lansing,12
362,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,lansing,13
363,Sucker,Jonas Brothers,lansing,14
364,Please Me,Cardi B & Bruno Mars,lansing,15
365,SICKO MODE,Travis Scott,lansing,16
366,Eastside,"Benny Blanco, Halsey & Khalid",lansing,17
367,Good As You,Kane Brown,lansing,18
368,Middle Child,J. Cole,lansing,19
369,Love Someone,Lukas Graham,lansing,20
370,Pure Water,Mustard & Migos,lansing,21
371,Shallow,Lady Gaga & Bradley Cooper,lansing,22
372,Going Bad,Meek Mill Feat. Drake,lansing,23
373,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,lansing,24
374,Beautiful Crazy,Luke Combs,lansing,25
375,a Lot,21 Savage,lansing,26
376,Here Tonight,Brett Young,lansing,27
377,Talk,Khalid & Disclosure,lansing,28
378,A Reason To Fight,Disturbed,lansing,29
379,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,lansing,30
380,Twerk,City Girls,lansing,31
381,Backin' It Up,Pardison Fontaine Feat. Cardi B,lansing,32
382,Down To The Honkytonk,Jake Owen,lansing,33
383,High Hopes,Panic! At The Disco,lansing,34
384,You're The One,Greta Van Fleet,lansing,35
385,Old Town Road,Lil Nas X,lansing,36
386,Look Back At It,A Boogie Wit Da Hoodie,lansing,37
387,Miss Me More,Kelsea Ballerini,lansing,38
388,On My Way To You,Cody Johnson,lansing,39
389,Look What God Gave Her,Thomas Rhett,lansing,40
390,Whiskey Glasses,Morgan Wallen,lansing,41
391,"Swan Song (From The Motion Picture ""Alita: Battle Angel"")",Dua Lipa,lansing,42
392,Walk Me Home,P!nk,lansing,43
393,Celebrity Skin,Hole,lansing,44
394,Happier,Marshmello & Bastille,lansing,45
395,Shot Clock,Ella Mai,lansing,46
396,You,Nicole Bus,lansing,47
397,Eyes On You,Chase Rice,lansing,48
398,Ex,Kiana Ledé,lansing,49
399,Youngblood,5 Seconds Of Summer,lansing,50
400,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,detroit,1
401,Wow.,Post Malone,detroit,2
402,Undrunk,FLETCHER,detroit,3
403,Going Bad,Meek Mill Feat. Drake,detroit,4
404,Be Alright,Dean Lewis,detroit,5
405,Do You Miss It,$unlisted,detroit,6
406,7 Rings,Ariana Grande,detroit,7
407,Middle Child,J. Cole,detroit,8
408,Backin' It Up,Pardison Fontaine Feat. Cardi B,detroit,9
409,Rule The World,2 Chainz Feat. Ariana Grande,detroit,10
410,Better,Khalid,detroit,11
411,Without Me,Halsey,detroit,12
412,Please Me,Cardi B & Bruno Mars,detroit,13
413,ZEZE,Kodak Black Feat. Offset & Travis Scott,detroit,14
414,a Lot,21 Savage,detroit,15
415,Dancing With A Stranger,Sam Smith & Normani,detroit,16
416,Caramel,Lloyd,detroit,17
417,SICKO MODE,Travis Scott,detroit,18
418,Ride Good,LightSkinKeisha & B Smyth,detroit,19
419,You Say,Lauren Daigle,detroit,20
420,Close Friends,$unlisted,detroit,21
421,Big Ole Freak,Megan Thee Stallion,detroit,22
422,You,Nicole Bus,detroit,23
423,Balance,Icewear Vezzo Feat. Big Sean,detroit,24
424,Girls Need Love,Summer Walker,detroit,25
425,Karma,$unlisted,detroit,26
426,Shot Clock,Ella Mai,detroit,27
427,Drip Too Hard,Lil Baby & Gunna,detroit,28
428,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,detroit,29
429,Mob Ties,Drake,detroit,30
430,Eastside,"Benny Blanco, Halsey & Khalid",detroit,31
431,Talk,Khalid & Disclosure,detroit,32
432,Shallow,Lady Gaga & Bradley Cooper,detroit,33
433,Twerk,City Girls,detroit,34
434,Pure Water,Mustard & Migos,detroit,35
435,Good As You,Kane Brown,detroit,36
436,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,detroit,37
437,That's What Love Can Do,Robin Thicke,detroit,38
438,Automatic,The Bonfyre,detroit,39
439,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,detroit,40
440,Love Someone,Lukas Graham,detroit,41
441,Put A Date On It,Yo Gotti Feat. Lil Baby,detroit,42
442,Bloxk Party,Sada Baby & Drego,detroit,43
443,Girls Need Love (Remix),Summer Walker & Drake,detroit,44
444,Boomerang,Keith Sweat Feat. Candace Price,detroit,45
445,High Hopes,Panic! At The Disco,detroit,46
446,Chi Chi,Trey Songz Feat. Chris Brown,detroit,47
447,Could've Been,H.E.R. Feat. Bryson Tiller,detroit,48
448,Trip,Ella Mai,detroit,49
449,Undecided,Chris Brown,detroit,50
450,Middle Child,J. Cole,macon,1
451,Do You Miss It,$unlisted,macon,2
452,Promise (Dave Pad Remix),Queemose,macon,3
453,Big Ole Freak,Megan Thee Stallion,macon,4
454,Cantando,RICH MORE,macon,5
455,Wow.,Post Malone,macon,6
456,Please Me,Cardi B & Bruno Mars,macon,7
457,a Lot,21 Savage,macon,8
458,Going Bad,Meek Mill Feat. Drake,macon,9
459,You,Nicole Bus,macon,10
460,Put A Date On It,Yo Gotti Feat. Lil Baby,macon,11
461,Be Alright,Dean Lewis,macon,12
462,Roubs,Toni Carrillo,macon,13
463,Nameless,Lil Keed,macon,14
464,Ex,Kiana Ledé,macon,15
465,7 Rings,Ariana Grande,macon,16
466,Impulse,Francesco Guida,macon,17
467,Poledancer,Wale Feat. Megan Thee Stallion,macon,18
468,Pure Water,Mustard & Migos,macon,19
469,Commotion,Vanilla Ace,macon,20
470,Fall,Davido,macon,21
471,Ānanda (Original Mix),$unlisted,macon,22
472,Talk,Khalid & Disclosure,macon,23
473,Better,Khalid,macon,24
474,Envy Me,Calboy,macon,25
475,Don’t You Want (Original Mix),The SyntheTigers,macon,26
476,I Am Who They Say I Am,YoungBoy Never Broke Again Feat. Kevin Gates And Quando Rondo,macon,27
477,Promises (Sonny Fodera Extended Disco Mix),Calvin Harris & Sam Smith,macon,28
478,Shot Clock,Ella Mai,macon,29
479,21,DaBaby,macon,30
480,Black Pearls,Eddoh,macon,31
481,Twerk,City Girls,macon,32
482,Valentine,Yk Osiris,macon,33
483,Backin' It Up,Pardison Fontaine Feat. Cardi B,macon,34
484,Look Back At It,A Boogie Wit Da Hoodie,macon,35
485,Dancing With A Stranger,Sam Smith & Normani,macon,36
486,Throw It Back,Venus,macon,37
487,Caramel,Lloyd,macon,38
488,You Say,Lauren Daigle,macon,39
489,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,macon,40
490,Nobody Else,"Ncredible Gang Feat. Nick Cannon, Ty Dolla $Ign & Jacquees",macon,41
491,Undecided,Chris Brown,macon,42
492,Old Town Road,Lil Nas X,macon,43
493,Boomerang,Keith Sweat Feat. Candace Price,macon,44
494,Bacc At It Again,Yella Beezy Feat. Quavo & Gucci Mane,macon,45
495,Like You,Asiahn,macon,46
496,Night Owl,Boris Brejcha,macon,47
497,Mob Ties,Drake,macon,48
498,SICKO MODE,Travis Scott,macon,49
499,Ferris Wheel,Tory Lanez Feat. Trippie Redd,macon,50
500,Be Alright,Dean Lewis,grand rapids,1
501,Bad Liar,Imagine Dragons,grand rapids,2
502,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,grand rapids,3
503,Undrunk,FLETCHER,grand rapids,4
504,You Say,Lauren Daigle,grand rapids,5
505,Wow.,Post Malone,grand rapids,6
506,7 Rings,Ariana Grande,grand rapids,7
507,Sweet But Psycho,Ava Max,grand rapids,8
508,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,grand rapids,9
509,Without Me,Halsey,grand rapids,10
510,Better,Khalid,grand rapids,11
511,Sucker,Jonas Brothers,grand rapids,12
512,Dancing With A Stranger,Sam Smith & Normani,grand rapids,13
513,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,grand rapids,14
514,Please Me,Cardi B & Bruno Mars,grand rapids,15
515,SICKO MODE,Travis Scott,grand rapids,16
516,Walk Me Home,P!nk,grand rapids,17
517,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,grand rapids,18
518,Shallow,Lady Gaga & Bradley Cooper,grand rapids,19
519,If You Want Love,NF,grand rapids,20
520,Eastside,"Benny Blanco, Halsey & Khalid",grand rapids,21
521,High Hopes,Panic! At The Disco,grand rapids,22
522,Nothing Breaks Like A Heart,Mark Ronson Feat. Miley Cyrus,grand rapids,23
523,Waste It On Me,Steve Aoki Feat. BTS,grand rapids,24
524,Love Someone,Lukas Graham,grand rapids,25
525,Low Key,Ally Brooke Feat. Tyga,grand rapids,26
